© Logic Energy Ltd. LeWL v5.4.1sd
Date,Time,Direction,Temp.ºC,Wind1avg m/s,Wind1max m/s,Wind1std m/s,Wind2avg m/s,Wind2max m/s,Wind2std m/s
01-11-13,15:05:36,90,9.25,10.58,13.28,1.66,0.00,0.00,0.00
01-11-13,15:06:36,90,9.25,9.07,12.07,1.83,0.00,0.00,0.00
01-11-13,15:07:36,90,9.25,8.89,12.88,1.85,0.00,0.00,0.00
01-11-13,15:08:36,90,9.25,5.70,8.65,2.04,0.00,0.00,0.00
01-11-13,15:09:36,90,9.25,6.22,9.66,1.91,0.00,0.00,0.00
01-11-13,15:10:36,90,9.25,4.86,7.85,1.58,0.00,0.00,0.00
01-11-13,15:11:36,90,9.25,5.05,10.46,2.42,0.00,0.00,0.00
01-11-13,15:12:36,90,9.25,9.10,13.68,2.63,0.00,0.00,0.00
01-11-13,15:13:36,90,9.25,7.55,11.87,2.49,0.00,0.00,0.00
01-11-13,15:14:36,90,9.25,7.73,10.06,1.69,0.00,0.00,0.00
01-11-13,15:15:36,90,9.25,10.60,14.49,2.53,0.00,0.00,0.00
01-11-13,15:16:36,90,9.25,7.86,12.07,2.89,0.00,0.00,0.00
01-11-13,15:17:36,90,9.25,6.62,8.65,1.25,0.00,0.00,0.00
01-11-13,15:18:36,90,9.25,8.40,10.66,1.49,0.00,0.00,0.00
01-11-13,15:19:36,90,9.25,8.62,11.47,1.88,0.00,0.00,0.00
01-11-13,15:20:36,90,9.25,7.76,11.47,1.91,0.00,0.00,0.00
01-11-13,15:21:36,90,9.25,7.60,10.26,1.40,0.00,0.00,0.00
01-11-13,15:22:36,90,9.25,6.61,9.05,1.28,0.00,0.00,0.00
01-11-13,15:23:36,90,9.25,5.15,6.24,0.70,0.00,0.00,0.00
01-11-13,15:24:36,90,9.25,6.09,8.65,1.19,0.00,0.00,0.00
01-11-13,15:25:36,90,9.25,7.49,9.66,1.75,0.00,0.00,0.00
01-11-13,15:26:36,90,9.25,6.42,8.05,1.26,0.00,0.00,0.00
01-11-13,15:27:36,90,9.25,4.53,6.04,0.99,0.00,0.00,0.00
01-11-13,15:28:36,90,9.25,5.90,7.44,1.39,0.00,0.00,0.00
01-11-13,15:29:36,90,9.25,5.50,7.04,0.72,0.00,0.00,0.00
01-11-13,15:30:36,90,9.25,5.85,8.25,1.64,0.00,0.00,0.00
01-11-13,15:31:36,90,9.25,8.32,11.27,1.88,0.00,0.00,0.00
01-11-13,15:32:36,90,9.25,6.91,11.87,2.84,0.00,0.00,0.00
01-11-13,15:33:36,90,9.25,8.01,12.68,2.00,0.00,0.00,0.00
01-11-13,15:34:36,90,9.50,8.82,11.67,2.48,0.00,0.00,0.00
01-11-13,15:35:36,90,9.25,6.39,8.25,1.51,0.00,0.00,0.00
01-11-13,15:36:36,90,9.50,5.52,7.24,1.23,0.00,0.00,0.00
01-11-13,15:37:36,90,9.50,5.33,8.05,1.70,0.00,0.00,0.00
01-11-13,15:38:36,90,9.50,6.64,10.06,2.00,0.00,0.00,0.00
01-11-13,15:39:36,90,9.50,7.90,13.08,2.93,0.00,0.00,0.00
01-11-13,15:40:36,90,9.50,6.94,9.05,1.36,0.00,0.00,0.00
01-11-13,15:41:36,90,9.50,6.57,9.26,1.99,0.00,0.00,0.00
01-11-13,15:42:36,90,9.50,8.33,11.07,1.77,0.00,0.00,0.00
01-11-13,15:43:36,90,9.50,6.46,10.26,2.40,0.00,0.00,0.00
01-11-13,15:44:36,90,9.50,8.15,11.67,2.74,0.00,0.00,0.00
01-11-13,15:45:36,90,9.50,7.08,9.66,2.16,0.00,0.00,0.00
01-11-13,15:46:36,90,9.50,7.23,9.46,1.11,0.00,0.00,0.00
01-11-13,15:47:36,90,9.50,8.03,10.86,1.51,0.00,0.00,0.00
01-11-13,15:48:36,90,9.50,6.74,10.46,1.96,0.00,0.00,0.00
01-11-13,15:49:36,90,9.50,8.95,13.08,2.26,0.00,0.00,0.00
01-11-13,15:50:36,90,9.50,6.66,8.85,1.85,0.00,0.00,0.00
01-11-13,15:51:36,90,9.50,8.92,12.07,2.32,0.00,0.00,0.00
01-11-13,15:52:36,90,9.50,7.63,9.66,1.42,0.00,0.00,0.00
01-11-13,15:53:36,90,9.50,7.44,9.26,1.18,0.00,0.00,0.00
01-11-13,15:54:36,90,9.50,5.75,9.05,2.16,0.00,0.00,0.00
01-11-13,15:55:36,90,9.50,5.45,8.45,1.31,0.00,0.00,0.00
01-11-13,15:56:36,90,9.50,6.30,8.85,1.47,0.00,0.00,0.00
01-11-13,15:57:36,90,9.50,4.76,7.04,1.28,0.00,0.00,0.00
01-11-13,15:58:36,90,9.50,6.49,8.65,1.07,0.00,0.00,0.00
01-11-13,15:59:36,90,9.50,6.39,9.46,1.85,0.00,0.00,0.00
01-11-13,16:00:36,90,9.50,4.69,7.04,1.10,0.00,0.00,0.00
01-11-13,16:01:36,90,9.50,5.10,6.04,0.72,0.00,0.00,0.00
01-11-13,16:02:36,90,9.50,3.94,4.83,0.52,0.00,0.00,0.00
01-11-13,16:03:36,90,9.50,4.64,6.64,1.35,0.00,0.00,0.00
01-11-13,16:04:36,90,9.50,4.98,7.44,1.53,0.00,0.00,0.00
01-11-13,16:05:36,90,9.50,5.11,6.64,1.07,0.00,0.00,0.00
01-11-13,16:06:36,90,9.50,5.06,8.45,1.63,0.00,0.00,0.00
01-11-13,16:07:36,90,9.50,4.93,6.84,1.08,0.00,0.00,0.00
01-11-13,16:08:36,90,9.50,5.68,8.45,1.81,0.00,0.00,0.00
01-11-13,16:09:36,90,9.50,5.37,7.65,1.29,0.00,0.00,0.00
01-11-13,16:10:36,90,9.50,4.86,6.64,1.09,0.00,0.00,0.00
01-11-13,16:11:36,90,9.50,3.17,5.23,0.98,0.00,0.00,0.00
01-11-13,16:12:36,90,9.50,6.25,9.46,1.70,0.00,0.00,0.00
01-11-13,16:13:36,90,9.50,5.48,7.24,1.09,0.00,0.00,0.00
01-11-13,16:14:36,90,9.50,6.52,9.05,1.49,0.00,0.00,0.00
01-11-13,16:15:36,90,9.25,5.95,7.44,0.95,0.00,0.00,0.00
01-11-13,16:16:36,90,9.50,3.91,5.43,0.92,0.00,0.00,0.00
01-11-13,16:17:36,90,9.25,6.20,8.65,1.61,0.00,0.00,0.00
01-11-13,16:18:36,90,9.25,3.79,6.64,1.34,0.00,0.00,0.00
01-11-13,16:19:36,90,9.25,5.85,8.05,1.77,0.00,0.00,0.00
01-11-13,16:20:36,90,9.25,6.81,11.07,1.93,0.00,0.00,0.00
01-11-13,16:21:36,90,9.25,6.46,9.05,1.45,0.00,0.00,0.00
01-11-13,16:22:36,90,9.25,6.46,9.66,1.65,0.00,0.00,0.00
01-11-13,16:23:36,90,9.25,5.92,8.05,1.19,0.00,0.00,0.00
01-11-13,16:24:36,90,9.25,4.91,8.45,1.61,0.00,0.00,0.00
01-11-13,16:25:36,90,9.25,5.40,7.65,1.49,0.00,0.00,0.00
01-11-13,16:26:36,90,9.25,6.10,7.85,0.96,0.00,0.00,0.00
01-11-13,16:27:36,90,9.25,4.71,6.04,0.93,0.00,0.00,0.00
01-11-13,16:28:36,90,9.25,6.96,9.46,1.20,0.00,0.00,0.00
01-11-13,16:29:36,90,9.25,5.38,7.85,1.23,0.00,0.00,0.00
01-11-13,16:30:36,90,9.00,5.80,7.65,1.28,0.00,0.00,0.00
01-11-13,16:31:36,90,9.25,4.76,7.65,1.81,0.00,0.00,0.00
01-11-13,16:32:36,90,9.00,4.68,7.65,1.76,0.00,0.00,0.00
01-11-13,16:33:36,90,9.00,3.57,5.63,1.06,0.00,0.00,0.00
01-11-13,16:34:36,90,9.00,3.79,6.04,1.12,0.00,0.00,0.00
01-11-13,16:35:36,90,9.00,4.24,6.44,1.24,0.00,0.00,0.00
01-11-13,16:36:36,90,9.00,5.42,7.65,1.72,0.00,0.00,0.00
01-11-13,16:37:36,90,9.00,5.08,6.24,1.00,0.00,0.00,0.00
01-11-13,16:38:36,90,9.00,6.56,8.45,1.64,0.00,0.00,0.00
01-11-13,16:39:36,90,9.00,4.26,6.24,1.09,0.00,0.00,0.00
01-11-13,16:40:36,90,9.00,3.96,6.24,1.15,0.00,0.00,0.00
01-11-13,16:41:36,90,9.00,3.96,5.03,0.83,0.00,0.00,0.00
01-11-13,16:42:36,90,9.00,5.65,7.24,0.84,0.00,0.00,0.00
01-11-13,16:43:36,90,9.00,5.13,6.64,1.17,0.00,0.00,0.00
01-11-13,16:44:36,90,9.00,4.66,5.43,0.70,0.00,0.00,0.00
01-11-13,16:45:36,90,9.00,4.04,5.63,1.22,0.00,0.00,0.00
01-11-13,16:46:36,90,9.00,4.14,6.04,1.11,0.00,0.00,0.00
01-11-13,16:47:36,90,9.00,5.00,6.44,0.81,0.00,0.00,0.00
01-11-13,16:48:36,90,9.00,2.87,4.83,0.97,0.00,0.00,0.00
01-11-13,16:49:36,90,9.00,5.33,7.04,1.20,0.00,0.00,0.00
01-11-13,16:50:36,90,9.00,3.76,5.63,1.11,0.00,0.00,0.00
01-11-13,16:51:36,90,9.00,2.70,4.43,0.98,0.00,0.00,0.00
01-11-13,16:52:36,90,9.00,3.52,5.83,1.11,0.00,0.00,0.00
01-11-13,16:53:36,90,9.00,4.39,5.83,0.91,0.00,0.00,0.00
01-11-13,16:54:36,90,9.00,3.76,4.83,0.62,0.00,0.00,0.00
01-11-13,16:55:36,90,9.00,3.74,5.23,0.89,0.00,0.00,0.00
01-11-13,16:56:36,90,9.00,3.89,6.64,1.18,0.00,0.00,0.00
01-11-13,16:57:36,90,9.00,3.35,4.63,0.77,0.00,0.00,0.00
01-11-13,16:58:36,90,9.00,5.30,8.85,2.32,0.00,0.00,0.00
01-11-13,16:59:36,90,9.00,7.36,11.67,2.28,0.00,0.00,0.00
01-11-13,17:00:36,90,9.00,8.77,13.28,2.81,0.00,0.00,0.00
01-11-13,17:01:36,90,9.00,6.72,9.46,1.28,0.00,0.00,0.00
01-11-13,17:02:36,90,9.00,5.78,7.24,1.24,0.00,0.00,0.00
01-11-13,17:03:36,90,9.00,4.90,6.64,1.07,0.00,0.00,0.00
01-11-13,17:04:36,90,9.00,6.72,9.05,1.32,0.00,0.00,0.00
01-11-13,17:05:36,90,9.00,7.73,10.66,1.81,0.00,0.00,0.00
01-11-13,17:06:36,90,9.00,8.62,11.67,1.52,0.00,0.00,0.00
01-11-13,17:07:36,90,9.00,6.84,10.46,1.46,0.00,0.00,0.00
01-11-13,17:08:36,90,9.00,7.80,11.87,2.13,0.00,0.00,0.00
01-11-13,17:09:36,90,9.00,5.78,8.25,1.26,0.00,0.00,0.00
01-11-13,17:10:36,90,9.00,5.99,8.05,1.44,0.00,0.00,0.00
01-11-13,17:11:36,90,9.00,7.51,9.86,1.24,0.00,0.00,0.00
01-11-13,17:12:36,90,9.00,4.90,6.44,0.88,0.00,0.00,0.00
01-11-13,17:13:36,90,9.00,6.00,8.65,2.37,0.00,0.00,0.00
01-11-13,17:14:36,90,9.00,2.36,3.82,0.85,0.00,0.00,0.00
01-11-13,17:15:36,90,9.00,2.53,4.43,1.18,0.00,0.00,0.00
01-11-13,17:16:36,90,9.00,5.30,8.05,1.42,0.00,0.00,0.00
01-11-13,17:17:36,90,9.00,6.76,10.86,2.85,0.00,0.00,0.00
01-11-13,17:18:36,90,9.00,5.63,9.26,2.09,0.00,0.00,0.00
01-11-13,17:19:36,90,9.00,6.34,8.25,1.02,0.00,0.00,0.00
01-11-13,17:20:36,90,9.00,4.04,4.63,0.62,0.00,0.00,0.00
01-11-13,17:21:36,90,9.00,2.05,3.42,0.79,0.00,0.00,0.00
01-11-13,17:22:36,90,9.00,1.78,2.82,0.55,0.00,0.00,0.00
01-11-13,17:23:36,90,9.00,1.71,2.21,0.29,0.00,0.00,0.00
01-11-13,17:24:36,90,9.00,1.19,1.61,0.39,0.00,0.00,0.00
01-11-13,17:25:36,90,9.00,1.27,3.62,0.88,0.00,0.00,0.00
01-11-13,17:26:36,90,9.00,4.11,5.23,0.48,0.00,0.00,0.00
01-11-13,17:27:36,90,9.00,5.15,6.84,1.39,0.00,0.00,0.00
01-11-13,17:28:36,90,9.00,4.34,6.84,1.74,0.00,0.00,0.00
01-11-13,17:29:36,90,9.00,3.94,6.44,1.44,0.00,0.00,0.00
01-11-13,17:30:36,90,9.00,2.93,5.43,0.99,0.00,0.00,0.00
01-11-13,17:31:36,90,9.00,3.05,4.43,0.74,0.00,0.00,0.00
01-11-13,17:32:36,90,9.00,2.28,2.62,0.38,0.00,0.00,0.00
01-11-13,17:33:36,90,9.00,3.49,4.83,1.02,0.00,0.00,0.00
01-11-13,17:34:36,90,9.00,2.67,3.42,0.49,0.00,0.00,0.00
01-11-13,17:35:36,90,9.00,8.17,14.29,3.61,0.00,0.00,0.00
01-11-13,17:36:36,90,9.00,7.93,11.47,1.91,0.00,0.00,0.00
01-11-13,17:37:36,90,9.00,3.94,5.23,0.70,0.00,0.00,0.00
01-11-13,17:38:36,90,8.75,6.37,11.67,2.13,0.00,0.00,0.00
01-11-13,17:39:36,90,9.00,7.70,10.46,1.39,0.00,0.00,0.00
01-11-13,17:40:36,90,9.00,5.63,8.05,1.40,0.00,0.00,0.00
01-11-13,17:41:36,90,8.75,4.12,7.04,1.84,0.00,0.00,0.00
01-11-13,17:42:36,90,8.75,4.23,5.43,0.85,0.00,0.00,0.00
01-11-13,17:43:36,90,8.75,3.24,4.43,1.07,0.00,0.00,0.00
01-11-13,17:44:36,90,8.75,2.31,4.23,0.90,0.00,0.00,0.00
01-11-13,17:45:36,90,8.75,3.29,4.83,0.86,0.00,0.00,0.00
01-11-13,17:46:36,90,8.75,3.76,5.43,1.06,0.00,0.00,0.00
01-11-13,17:47:36,90,8.75,3.40,4.23,0.62,0.00,0.00,0.00
01-11-13,17:48:36,90,8.75,4.91,7.44,1.19,0.00,0.00,0.00
01-11-13,17:49:36,90,8.75,1.59,2.62,0.49,0.00,0.00,0.00
01-11-13,17:50:36,90,8.75,2.53,2.82,0.23,0.00,0.00,0.00
01-11-13,17:51:36,90,8.75,4.02,5.63,1.19,0.00,0.00,0.00
01-11-13,17:52:36,90,8.75,2.97,4.43,0.87,0.00,0.00,0.00
01-11-13,17:53:36,90,8.75,1.89,3.02,0.56,0.00,0.00,0.00
01-11-13,17:54:36,90,8.75,2.01,4.43,1.22,0.00,0.00,0.00
01-11-13,17:55:36,90,8.75,1.84,2.82,0.78,0.00,0.00,0.00
01-11-13,17:56:36,90,8.75,3.42,5.23,0.93,0.00,0.00,0.00
01-11-13,17:57:36,90,8.75,1.94,4.43,1.37,0.00,0.00,0.00
01-11-13,17:58:36,90,8.75,0.74,1.21,0.28,0.00,0.00,0.00
01-11-13,17:59:36,90,8.75,0.00,0.00,0.00,0.00,0.00,0.00
01-11-13,18:00:36,90,8.75,0.00,0.00,0.00,0.00,0.00,0.00
01-11-13,18:01:36,90,8.50,0.35,0.80,0.31,0.00,0.00,0.00
01-11-13,18:02:36,90,8.50,1.79,2.62,0.56,0.00,0.00,0.00
01-11-13,18:03:36,90,8.50,1.86,3.02,0.67,0.00,0.00,0.00
01-11-13,18:04:36,90,8.50,1.98,3.02,0.55,0.00,0.00,0.00
01-11-13,18:05:36,90,8.50,1.58,2.41,0.48,0.00,0.00,0.00
01-11-13,18:06:36,90,8.50,0.69,1.21,0.36,0.00,0.00,0.00
01-11-13,18:07:36,90,8.50,1.91,3.22,0.85,0.00,0.00,0.00
01-11-13,18:08:36,90,8.50,2.58,4.43,0.84,0.00,0.00,0.00
01-11-13,18:09:36,90,8.50,1.74,3.22,0.93,0.00,0.00,0.00
01-11-13,18:10:36,90,8.50,1.24,2.21,0.56,0.00,0.00,0.00
01-11-13,18:11:36,90,8.50,1.32,2.62,0.73,0.00,0.00,0.00
01-11-13,18:12:36,90,8.50,1.78,2.62,0.45,0.00,0.00,0.00
01-11-13,18:13:36,90,8.50,0.79,1.41,0.45,0.00,0.00,0.00
01-11-13,18:14:36,90,8.25,2.40,3.02,0.55,0.00,0.00,0.00
01-11-13,18:15:36,90,8.50,2.20,5.43,1.50,0.00,0.00,0.00
01-11-13,18:16:36,90,8.25,3.55,4.63,0.81,0.00,0.00,0.00
01-11-13,18:17:36,90,8.25,2.18,3.62,0.88,0.00,0.00,0.00
01-11-13,18:18:36,90,8.25,1.83,3.22,0.82,0.00,0.00,0.00
01-11-13,18:19:36,90,8.25,2.52,3.82,0.81,0.00,0.00,0.00
01-11-13,18:20:36,90,8.25,3.07,4.83,1.04,0.00,0.00,0.00
01-11-13,18:21:36,90,8.25,3.97,6.24,1.51,0.00,0.00,0.00
01-11-13,18:22:36,90,8.25,1.68,3.02,0.67,0.00,0.00,0.00
01-11-13,18:23:36,90,8.25,1.54,2.21,0.44,0.00,0.00,0.00
01-11-13,18:24:36,90,8.25,1.58,2.82,1.01,0.00,0.00,0.00
01-11-13,18:25:36,90,8.25,2.00,3.22,0.72,0.00,0.00,0.00
01-11-13,18:26:36,90,8.25,1.49,2.82,0.78,0.00,0.00,0.00
01-11-13,18:27:36,90,8.25,1.29,2.21,0.58,0.00,0.00,0.00
01-11-13,18:28:36,90,8.25,1.88,3.22,0.91,0.00,0.00,0.00
01-11-13,18:29:36,90,8.25,2.18,4.23,1.28,0.00,0.00,0.00
01-11-13,18:30:36,90,8.25,3.12,5.03,1.11,0.00,0.00,0.00
01-11-13,18:31:36,90,8.25,1.53,2.62,0.63,0.00,0.00,0.00
01-11-13,18:32:36,90,8.00,2.05,3.02,0.64,0.00,0.00,0.00
01-11-13,18:33:36,90,8.25,2.95,4.63,0.98,0.00,0.00,0.00
01-11-13,18:34:36,90,8.00,5.32,9.46,2.52,0.00,0.00,0.00
01-11-13,18:35:36,90,8.00,4.41,7.85,2.20,0.00,0.00,0.00
01-11-13,18:36:36,90,8.00,6.12,8.45,1.24,0.00,0.00,0.00
01-11-13,18:37:36,90,8.00,4.66,11.07,2.12,0.00,0.00,0.00
01-11-13,18:38:36,90,8.00,4.98,8.85,2.00,0.00,0.00,0.00
01-11-13,18:39:36,90,8.00,7.90,10.66,2.33,0.00,0.00,0.00
01-11-13,18:40:36,90,8.00,7.58,9.66,1.31,0.00,0.00,0.00
01-11-13,18:41:36,90,8.00,4.38,5.83,0.85,0.00,0.00,0.00
01-11-13,18:42:36,90,8.00,3.20,4.43,0.69,0.00,0.00,0.00
01-11-13,18:43:36,90,8.00,3.15,4.02,0.52,0.00,0.00,0.00
01-11-13,18:44:36,90,8.00,2.38,3.62,0.54,0.00,0.00,0.00
01-11-13,18:45:36,90,8.00,2.46,3.42,0.82,0.00,0.00,0.00
01-11-13,18:46:36,90,8.00,2.33,3.82,1.03,0.00,0.00,0.00
01-11-13,18:47:36,90,8.00,3.27,6.84,1.84,0.00,0.00,0.00
01-11-13,18:48:36,90,8.00,4.39,6.24,1.11,0.00,0.00,0.00
01-11-13,18:49:36,90,8.00,3.72,5.03,0.97,0.00,0.00,0.00
01-11-13,18:50:36,90,8.00,5.67,8.85,2.12,0.00,0.00,0.00
01-11-13,18:51:36,90,8.00,4.63,7.85,1.61,0.00,0.00,0.00
01-11-13,18:52:36,90,8.00,5.06,7.44,1.57,0.00,0.00,0.00
01-11-13,18:53:36,90,7.75,3.62,4.83,0.83,0.00,0.00,0.00
01-11-13,18:54:36,90,8.00,4.36,10.66,2.78,0.00,0.00,0.00
01-11-13,18:55:36,90,8.00,7.04,9.66,1.78,0.00,0.00,0.00
01-11-13,18:56:36,90,8.00,6.76,9.66,1.54,0.00,0.00,0.00
01-11-13,18:57:36,90,7.75,5.08,6.44,1.16,0.00,0.00,0.00
01-11-13,18:58:36,90,8.00,4.64,5.63,0.55,0.00,0.00,0.00
01-11-13,18:59:36,90,8.00,4.19,5.23,0.57,0.00,0.00,0.00
01-11-13,19:00:36,90,7.75,4.26,7.04,1.34,0.00,0.00,0.00
01-11-13,19:01:36,90,7.75,2.52,5.23,1.24,0.00,0.00,0.00
01-11-13,19:02:36,90,7.75,5.23,6.84,1.18,0.00,0.00,0.00
01-11-13,19:03:36,90,7.75,5.67,8.25,1.49,0.00,0.00,0.00
01-11-13,19:04:36,90,7.75,3.76,6.44,1.94,0.00,0.00,0.00
01-11-13,19:05:36,90,7.75,2.40,3.02,0.65,0.00,0.00,0.00
01-11-13,19:06:36,90,7.75,1.73,3.02,0.69,0.00,0.00,0.00
01-11-13,19:07:36,90,7.75,2.18,3.42,0.82,0.00,0.00,0.00
01-11-13,19:08:36,90,7.75,3.20,4.43,0.79,0.00,0.00,0.00
01-11-13,19:09:36,90,7.75,2.80,4.63,1.27,0.00,0.00,0.00
01-11-13,19:10:36,90,7.75,2.05,3.82,0.85,0.00,0.00,0.00
01-11-13,19:11:36,90,7.75,1.78,2.41,0.42,0.00,0.00,0.00
01-11-13,19:12:36,90,7.75,0.70,1.21,0.37,0.00,0.00,0.00
01-11-13,19:13:36,90,7.75,0.00,0.00,0.00,0.00,0.00,0.00
01-11-13,19:14:36,90,7.75,0.00,0.00,0.00,0.00,0.00,0.00
01-11-13,19:15:36,90,7.75,0.00,0.00,0.00,0.00,0.00,0.00
01-11-13,19:16:36,90,7.75,0.00,0.00,0.00,0.00,0.00,0.00
01-11-13,19:17:36,90,7.75,0.00,0.00,0.00,0.00,0.00,0.00
01-11-13,19:18:36,90,7.75,0.00,0.00,0.00,0.00,0.00,0.00
01-11-13,19:19:36,90,7.75,0.02,0.20,0.00,0.00,0.00,0.00
01-11-13,19:20:36,90,7.75,0.30,0.60,0.23,0.00,0.00,0.00
01-11-13,19:21:36,90,7.75,0.39,0.80,0.25,0.00,0.00,0.00
01-11-13,19:22:36,90,7.75,1.48,3.22,0.79,0.00,0.00,0.00
01-11-13,19:23:36,90,7.75,2.08,2.82,0.68,0.00,0.00,0.00
01-11-13,19:24:36,90,7.75,1.37,2.21,0.37,0.00,0.00,0.00
01-11-13,19:25:36,90,7.75,0.74,1.41,0.52,0.00,0.00,0.00
01-11-13,19:26:36,90,7.75,3.45,6.64,1.71,0.00,0.00,0.00
01-11-13,19:27:36,90,7.75,1.61,4.02,1.15,0.00,0.00,0.00
01-11-13,19:28:36,90,7.50,2.15,3.22,0.81,0.00,0.00,0.00
01-11-13,19:29:36,90,7.75,6.71,10.26,3.03,0.00,0.00,0.00
01-11-13,19:30:36,90,7.50,9.39,12.88,2.74,0.00,0.00,0.00
01-11-13,19:31:36,90,7.50,7.55,11.87,2.37,0.00,0.00,0.00
01-11-13,19:32:36,90,7.50,6.34,11.07,3.24,0.00,0.00,0.00
01-11-13,19:33:36,90,7.50,8.69,9.86,0.73,0.00,0.00,0.00
01-11-13,19:34:36,90,7.50,4.69,5.83,0.78,0.00,0.00,0.00
01-11-13,19:35:36,90,7.50,4.48,6.04,1.27,0.00,0.00,0.00
01-11-13,19:36:36,90,7.50,5.01,6.84,1.25,0.00,0.00,0.00
01-11-13,19:37:36,90,7.50,4.80,7.85,1.37,0.00,0.00,0.00
01-11-13,19:38:36,90,7.50,4.39,5.63,0.99,0.00,0.00,0.00
01-11-13,19:39:36,90,7.50,6.05,9.66,2.07,0.00,0.00,0.00
01-11-13,19:40:36,90,7.50,6.34,10.46,1.99,0.00,0.00,0.00
01-11-13,19:41:36,90,7.50,6.94,9.86,2.50,0.00,0.00,0.00
01-11-13,19:42:36,90,7.50,6.15,10.26,1.61,0.00,0.00,0.00
01-11-13,19:43:36,90,7.50,7.70,9.26,1.11,0.00,0.00,0.00
01-11-13,19:44:36,90,7.50,7.01,12.47,2.62,0.00,0.00,0.00
01-11-13,19:45:36,90,7.50,7.26,9.46,1.58,0.00,0.00,0.00
01-11-13,19:46:36,90,7.50,6.51,9.26,1.39,0.00,0.00,0.00
01-11-13,19:47:36,90,7.50,8.05,12.47,2.98,0.00,0.00,0.00
01-11-13,19:48:36,90,7.50,4.48,6.24,1.17,0.00,0.00,0.00
01-11-13,19:49:36,90,7.50,5.10,6.64,0.75,0.00,0.00,0.00
01-11-13,19:50:36,90,7.50,7.58,9.86,1.94,0.00,0.00,0.00
01-11-13,19:51:36,90,7.75,6.42,8.45,1.15,0.00,0.00,0.00
01-11-13,19:52:36,90,7.50,4.90,7.44,1.28,0.00,0.00,0.00
01-11-13,19:53:36,90,7.50,3.92,6.64,1.39,0.00,0.00,0.00
01-11-13,19:54:36,90,7.50,6.35,9.05,1.57,0.00,0.00,0.00
01-11-13,19:55:36,90,7.50,5.43,7.65,1.28,0.00,0.00,0.00
01-11-13,19:56:36,90,7.50,5.89,7.65,1.45,0.00,0.00,0.00
01-11-13,19:57:36,90,7.50,4.73,6.04,0.84,0.00,0.00,0.00
01-11-13,19:58:36,90,7.50,6.24,11.67,2.76,0.00,0.00,0.00
01-11-13,19:59:36,90,7.50,6.22,7.85,1.49,0.00,0.00,0.00
01-11-13,20:00:36,90,7.50,6.14,7.85,1.11,0.00,0.00,0.00
01-11-13,20:01:36,90,7.50,5.00,7.24,1.37,0.00,0.00,0.00
01-11-13,20:02:36,90,7.50,6.02,9.66,1.91,0.00,0.00,0.00
01-11-13,20:03:36,90,7.50,5.35,8.45,1.48,0.00,0.00,0.00
01-11-13,20:04:36,90,7.50,7.33,9.66,1.10,0.00,0.00,0.00
01-11-13,20:05:36,90,7.50,6.27,9.26,1.89,0.00,0.00,0.00
01-11-13,20:06:36,90,7.50,6.04,7.85,1.28,0.00,0.00,0.00
01-11-13,20:07:36,90,7.50,5.30,6.44,0.69,0.00,0.00,0.00
01-11-13,20:08:36,90,7.50,8.08,13.28,2.80,0.00,0.00,0.00
01-11-13,20:09:36,90,7.50,7.93,9.86,1.33,0.00,0.00,0.00
01-11-13,20:10:36,90,7.50,7.26,11.27,2.20,0.00,0.00,0.00
01-11-13,20:11:36,90,7.50,5.95,8.05,1.39,0.00,0.00,0.00
01-11-13,20:12:36,90,7.50,4.78,6.64,1.39,0.00,0.00,0.00
01-11-13,20:13:36,90,7.50,7.21,10.46,3.03,0.00,0.00,0.00
01-11-13,20:14:36,90,7.50,6.64,9.26,1.57,0.00,0.00,0.00
01-11-13,20:15:36,90,7.50,5.33,7.24,1.15,0.00,0.00,0.00
01-11-13,20:16:36,90,7.50,4.53,6.24,1.08,0.00,0.00,0.00
01-11-13,20:17:36,90,7.50,5.68,7.24,1.26,0.00,0.00,0.00
01-11-13,20:18:36,90,7.50,3.77,4.63,0.56,0.00,0.00,0.00
01-11-13,20:19:36,90,7.50,4.21,5.83,0.83,0.00,0.00,0.00
01-11-13,20:20:36,90,7.50,7.95,11.27,2.24,0.00,0.00,0.00
01-11-13,20:21:36,90,7.25,4.86,8.65,1.47,0.00,0.00,0.00
01-11-13,20:22:36,90,7.25,6.20,9.05,1.72,0.00,0.00,0.00
01-11-13,20:23:36,90,7.25,6.97,11.47,2.95,0.00,0.00,0.00
01-11-13,20:24:36,90,7.25,5.32,9.26,2.44,0.00,0.00,0.00
01-11-13,20:25:36,90,7.25,7.76,9.26,1.25,0.00,0.00,0.00
01-11-13,20:26:36,90,7.25,5.85,8.65,1.41,0.00,0.00,0.00
01-11-13,20:27:36,90,7.25,4.76,6.24,0.82,0.00,0.00,0.00
01-11-13,20:28:36,90,7.25,5.94,9.05,1.80,0.00,0.00,0.00
01-11-13,20:29:36,90,7.25,4.76,6.84,1.26,0.00,0.00,0.00
01-11-13,20:30:36,90,7.25,7.23,11.07,3.00,0.00,0.00,0.00
01-11-13,20:31:36,90,7.25,6.56,10.26,2.02,0.00,0.00,0.00
01-11-13,20:32:36,90,7.25,7.53,9.26,0.89,0.00,0.00,0.00
01-11-13,20:33:36,90,7.25,8.53,11.27,1.11,0.00,0.00,0.00
01-11-13,20:34:36,90,7.25,5.65,7.04,1.02,0.00,0.00,0.00
